name,dialogue,season,episode
chandler,"Let me tell you why you need to pick me.  See, when I was a kid, I was always left out of everything, you know, and it really made me feel... insecure. You know, I was always picked last in gym. Even behind that big fat exchange student who didn't even know the rules to baseball. I mean, this guy would strike out and then run to third. Anyway, If I'm the only one left out of this wedding, I just know that all those feelings are going to come rushing back.",10,12
rachel,"All right fine, I pick you.",10,12
chandler,"Y-Y-YEEESSS! Make ""groom"" for Chandler.",10,12
rachel,Oh my...,10,12
phoebe,"No! We're going to do it my way.  Because your way is stupid! Alright I got to go, I have another call, Reverend.  Hello?",10,12
joey,I'm glad we had this little talk.,10,12
mike,"Yes. Yeah and thanks for all the wedding night advice.  That didn't make me uncomfortable at all! Alright, so I'll see everybody tonight?",10,12
phoebe,Okay.,10,12
monica,Bye.,10,12
mike,"Uhm, did you guys know that there is a giant ice sculpture in the hall?",10,12
phoebe,"Oh my God, what's it doing here?",10,12
monica,"Ugh, I guess it got sent to the billing address as opposed to the shipping address.  Uh! What a pickle.",10,12
phoebe,"Oh my God, everything is such a mess. Why is this happening to me?",10,12
joey,How bad do you want to stick your tongue on that?,10,12
chandler,How's it going?,10,12
ross,Good. I'm just getting some coffee. So I'm alert for the wedding.,10,12
chandler,that is what I was doing too.,10,12
ross,"Well, you have fun tonight.",10,12
chandler,You too.,10,12
ross,"Oh, I will.",10,12
chandler,Me too.,10,12
ross,"Wait a minute, I know why I'm being such an ass, why are you?",10,12
chandler,I'm not supposed to tell you.,10,12
ross,I'm not supposed to tell you!,10,12
chandler,You told us both we could be in the wedding?,10,12
rachel,"Well, in my defence, you were not supposed to tell each other.",10,12
ross,"Rachel, only one of us can do it, you have to choose. You and me together again.",10,12
chandler,"Rach, Rach, knock knock.",10,12
rachel,Who's there?,10,12
chandler,I'll tell you at the wedding.,10,12
rachel,Uh.,10,12
mike,"Hey, I forgot my scarf.",10,12
rachel,"You know what, I can't do this. I don't know which one of you guys to pick.",10,12
mike,"Oh, you haven't picked yet. Oh good, Because I had an idea. I thought it would be fun if the third groomsman was my family dog. Chappy.",10,12
ross,What? A dog? No! Rachel gets to choose.,10,12
rachel,"Wow, this is a tough one. I think I'm going to have to go with the dog.",10,12
phoebe,"Alright, wait, so what you are saying is that the chef is at the Hamilton Club, but the food is not and the drinks are there, but the bartender is not? Are you, are you FREAKING KIDDING ME!?",10,12
monica,How's it going?,10,12
phoebe,Help me.,10,12
monica,What?,10,12
phoebe,I want you to be Crazy Bitch again.,10,12
monica,Really?,10,12
phoebe,Please?,10,12
monica,You really want me to come back?,10,12
phoebe,More than I want to get married.,10,12
monica,"Ok people, we are back in business!  Oh God, we've missed you so much!  Ok, go and get your hair and make-up done, and I'll take care of everything.",10,12
joey,"Hey, what are you guys going to do?",10,12
phoebe,About what?,10,12
joey,"The blizzard. I just saw on the news, it's like the worst snow storm in 20 years! They already closed all the bridges and tunnels.",10,12
monica,Ooh! But the band and the photographer are coming all the way in from New Jersey!,10,12
joey,I don't think they are.,10,12
ross,Haha! Looks like you are not going to be in the wedding either.  So sorry Pheebs.,10,12
monica,"Well, the club lost it's power.",10,12
joey,"Yeah according to the news, most of the city did.",10,12
rachel,Since when do you watch the news?,10,12
joey,"Uh, for your information, since they hired a very hot weather girl.",10,12
ross,I can't believe you guys aren't going to be able to get married today.,10,12
phoebe,I know.,10,12
rachel,"Wow, you know, it's so beautiful out there. You always wanted to get married outside. Why don't you guys just do it on the street?",10,12
phoebe,What?,10,12
rachel,"Well, look, it's hardly snowing anymore. I mean you couldn't ask for a more romantic setting. This could be the simple wedding you've always wanted!",10,12
phoebe,What do you think?,10,12
mike,I think I want to get married to you today.,10,12
phoebe,"Me too!  Monica, do you think we could do it?",10,12
monica,AFFIRMATIVE!,10,12
monica,"OK LET'S GET THESE CHAIRS OUT HERE! Gunther, hit the Christmas lights.  Okay, who left the ice sculpture  ON THE STEAM GRATE?",10,12
mike's mom,Michael!,10,12
mike,"Hey! You made it. Great! Chappy! Hi!  Hi!  Mom, I know getting married in the street isn't something you approve of...",10,12
mike's mom,No... It's lovely. The lights and the snow. I could look at them forever.,10,12
mike's dad,"I crushed a pill and put it in her drink...  Come on, sweetheart.",10,12
mike,"You know, Chappy's too small to handle all this snow. Someone's going to have to walk him down the aisle.",10,12
chandler,"So technically, would this person be in the wedding?",10,12
mike,I guess.,10,12
chandler,I'll do it!,10,12
ross,"No, but Chandler, hello... Aren't you scared of dogs?",10,12
chandler,I'm not scared.  I'll just take little Chappy and...  HE CAN SENSE MY FEAR. MY THROAT IS EXPOSED.,10,12
ross,"Well, I guess I'm in the wedding then. Ha haaa...  He stinks!",10,12
monica,"Level 1 alert. I repeat, level 1. This is not a drill. Okay we've got a situation. The minister just called. He's snowed in. He can't make it.",10,12
mike,"Oh, no!",10,12
joey,"Oh hey, don't worry. I'm still ordained from your wedding.",10,12
monica,Really?,10,12
joey,"Yeah, you'd think I'd give up being a minister and start paying to ride the subway? Huhuh...",10,12
ross,"Uhm, ministers don't ride the subway for free.",10,12
joey,"I had to read the Bible pretty carefully, but... yeah we do.",10,12
monica,"Okay, if Joey does the ceremony, then we have to find someone else to walk Phoebe down the isle.",10,12
chandler,I'll do it.,10,12
ross,I'll...,10,12
chandler,Na ha ha...  Ne he he...  Ah ah...,10,12
monica,"Okay, Mike and Joey, get in position. Chandler, come with me.",10,12
monica,"Okay, Joey's doing the ceremony and Chandler's giving you away.",10,12
phoebe,"Oh, okay. Hi new dad.",10,12
monica,"So, you are ready to do this?",10,12
phoebe,"Uhh, uhuh... Oh my God! This is really happening.",10,12
rachel,"Oh Phoebe, I'm so happy for you honey.",10,12
phoebe,"Oh, thank you.",10,12
monica,"I love you.  Oh, wait, wait, wait! No hugs. The dresses... Oh what the hell.",10,12
phoebe,I love you guys.,10,12
rachel and monica,I love you.,10,12
monica,Okay.  It's zero hour. All teams execute on my count.  Let's get this bad boy on the road.,10,12
chandler,Is it okay that I want you to wear that head set in bed tonight?,10,12
monica,I have you scheduled for nudity at 2300 hours.,10,12
chandler,Oh yeah!,10,12
monica,"Okay Marjorie, hit it.",10,12
rachel,"Geez Ross, you could have showered.",10,12
ross,It's the dog.,10,12
monica,"Groomsman, groomsman, why are you just standing there, where is your bridesmaid?  We've got a broken arrow. Bridesmaid down!  Oh, that is me.",10,12
chandler,Ready?,10,12
phoebe,Okay.,10,12
chandler,Okay.,10,12
phoebe,"Oh wait, oh no. Wait.",10,12
chandler,Wow! Aren't you going to be cold?,10,12
phoebe,I don't care... I'll be my something blue.,10,12
chandler,You look beautiful.,10,12
phoebe,Thank you.,10,12
mike,My God! Aren't you freezing?,10,12
phoebe,Na-ah.,10,12
joey,"Friends, family, dog... Thank you all for being here to witness this blessed event. The cold has now spread to my special place... so I'm going to do the short version of this. Phoebe and Mike are perfect for each other. And I know I speak for every one here... when I wish them a lifetime of happiness. Who has the rings?",10,12
joey,Okay...,10,12
phoebe,"When I was growing up, I didn't have a normal mom and dad, or a regular family like everybody else, and I always knew that something was missing. But now I'm standing here today, knowing that I have everything I'm ever going to need... You are my family.",10,12
mike,"Phoebe you are so beautiful. you are so kind, you are so generous. you are so wonderfully weird. Every day with you is an adventure, and I can't believe how lucky I am, and I can't wait to share my life with you forever.",10,12
phoebe,"Oh wait, oh I forgot... and uhm... I love you... and you have nice eyes.",10,12
mike,I love you too.,10,12
ross,Uh Joey...,10,12
joey,Yeah?,10,12
ross,Chappy's heart rate has slowed way down.,10,12
joey,"Oh, okay. Phoebe, do you take this man to be your husband?",10,12
phoebe,I do.,10,12
joey,"Mike, do you take this woman to be your wife?",10,12
mike,I do.,10,12
joey,I now pronounce you... husband and wife.,10,12
phoebe,"I got married!  Could someone get me a coat, I'm freaking freezing.",10,12
chandler,That really was an incredible wedding.,10,12
joey,"It was, yeah. I kind of don't want it to end. Hey, you want to come in for a drink and a bite of corsage?",10,12
chandler,"I'd love to, but it's 2300 hours and I'm about to have the most organized sex anyone's ever had.",10,12
joey,"Nice. Oh hey, what about Ross?",10,12
chandler,I don't know. Maybe he hooked up with that hot girl he was talking to.,10,12
ross,"Come on Chappy, do your business. MAKE! MA-AKE! I did not sign on for this.",10,12
phoebe,Hi,10,13
all,Hey! Hi!,10,13
rachel,How was the honeymoon?,10,13
rachel,Oh!,10,13
chandler,"So, where's Mike?",10,13
phoebe,"Oh, he's at the doctor, he didn't poop the whole time we were there!",10,13
joey,"Well anyway, I'm glad you are back, I really need your help.",10,13
phoebe,"Oh, why? What's up?",10,13
joey,"I have an audition for this play and for some of it I have to speak French. Which, according to my resume, I'm fluent in.",10,13
ross,"Joey, you shouldn't lie on your resume.",10,13
monica,"Yeah, you really shouldn't.  By the way, how was that year-long dig in Cairo?",10,13
ross,It was ok...,10,13
rachel,I did not know you spoke French.,10,13
phoebe,"Oui, bien sur je parle Francois! Qu'est-ce que tu penses alors?",10,13
rachel,Oh... you are so sexy!,10,13
joey,"Well, so, will you help me? I really want to be in this play.",10,13
phoebe,"Sure! Tout le plaisir est pour moi, mon ami.",10,13
rachel,"Seriously stop it, or I'm going to jump on you.",10,13
chandler,Hey.,10,13
monica,Hey.,10,13
chandler,Why are you wearing my apron?,10,13
monica,"I'm making cookies for Erica. And oh, by the way, we have to leave for the airport soon, her plane comes in about an hour.",10,13
chandler,"Oh, hey, when she gets here, is it ok if I introduce you two as ""my wife"" and ""the woman who's carrying my child""?  No? Divorce?",10,13
ross,Hey.,10,13
monica,Hey.,10,13
ross,You guys know where Rachel is?,10,13
monica,"No, we haven't seen her since this morning.",10,13
ross,So unbelievable. She was supposed to meet me half an hour ago with Emma.,10,13
monica,Hey!,10,13
ross,Hey!,10,13
monica,These are for Erica!,10,13
ross,What? She's going to eat all those cookies?,10,13
monica,"Well, I want he baby to come out all cute and fat!",10,13
ross,"So, why is Erica coming to visit?",10,13
monica,"Well, because we want to get to know her better and she's never been to New York so she wants to see all the tourists' spots... you know, Statue of Liberty, Empire State Building...",10,13
chandler,"Oh, those places! There's always so many people, their being corralled like cattle, and... you know, there's always some idiot who goes ""Mooooo""!",10,13
monica,"Well, if it annoys you so much, then why do you do it?",10,13
ross,"Oh, hi! Hi! Thanks for showing you up thirty minutes late!",10,13
rachel,Ross...,10,13
ross,"No, no, no, I'm sure you have a great excuse, wh-was it a hair appointment, a mani-pedi or was there a sale at Barney's?",10,13
rachel,My father had an heart attack...  ...while I was at Barney's.,10,13
ross,Oh my God.,10,13
monica,Honey.,10,13
chandler,I'm so sorry...,10,13
ross,Is-is he ok?,10,13
rachel,"Yeah, they said he's going to be fine, but he's still heavily sedated.",10,13
ross,"Ok, ok. I'm going to come out to Long Island with you, I mean, you can't be alone right now.",10,13
rachel,"No, come on, I'm totally ok.  I don't need you to come! I can totally handle this on my own.",10,13
